Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Field
30,Male,2nd Level,Junior Hr Coordinator,2,33000.0,Human Resources
43,Female,PhD,Senior Manager,15,150000.0,Management
34,Male,Bachelor's,Junior Web Developer,3,50000.0,Engineering
25,Female,Master's,Junior Hr Generalist,1,32000.0,Human Resources
37,Male,PhD,Director Of Hr,11,115000.0,Management
24,Female,Bachelor's,Web Developer,1,40000.0,Engineering
39,Male,Master's,Senior Hr Generalist,10,105000.0,Human Resources
31,Male,2nd Level,Junior Hr Generalist,2,35000.0,Human Resources
44,Female,PhD,Director Of Hr,13,135000.0,Management
28,Male,Bachelor's,Web Developer,4,65000.0,Engineering
32,Female,Master's,Senior Manager,6,80000.0,Management
45,Male,PhD,Director Of Hr,14,140000.0,Management
26,Female,Bachelor's,Junior Web Developer,2,45000.0,Engineering
38,Male,Master's,Senior Hr Generalist,8,95000.0,Human Resources
27,Female,2nd Level,Junior Hr Generalist,1,32000.0,Human Resources
33,Male,Bachelor's,Web Developer,5,70000.0,Engineering
42,Female,Master's,Director Of Hr,12,120000.0,Management
29,Male,Master's,Senior Manager,4,70000.0,Management
36,Female,Master's,Web Developer,7,85000.0,Engineering
30,Male,2nd Level,Junior Hr Coordinator,2,33000.0,Human Resources
43,Female,PhD,Senior Manager,15,150000.0,Management
34,Male,Bachelor's,Junior Web Developer,3,50000.0,Engineering
25,Female,Master's,Junior Hr Generalist,1,32000.0,Human Resources
37,Male,PhD,Director Of Hr,11,115000.0,Management
28,Male,Bachelor's,Software Engineer,3,60000.0,Engineering
37,Female,Master's,Manager,9,100000.0,Management
43,Male,PhD,Data Scientist,15,150000.0,Research
31,Female,Bachelor's,Human Resources Coordinator,4,55000.0,Human Resources
24,Male,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
29,Female,Master's,Software Developer,5,70000.0,Engineering
35,Male,Bachelor's,Manager,8,90000.0,Management
26,Female,Master's,Marketing Coordinator,2,40000.0,Sales and Marketing
42,Male,PhD,Data Scientist,12,130000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
31,Male,Bachelor's,Manager,5,70000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,13,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
28,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
39,Female,Master's,Manager,10,110000.0,Management
31,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
45,Male,PhD,Data Scientist,18,180000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,11,120000.0,Management
33,Male,Bachelor's,Manager,6,75000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
44,Male,PhD,Data Scientist,16,160000.0,Research
26,Male,Bachelor's,Software Developer,3,60000.0,Engineering
27,Male,Bachelor's,Software Engineer,3,60000.0,Engineering
38,Female,Master's,Manager,9,100000.0,Management
44,Male,PhD,Data Scientist,15,150000.0,Research
30,Female,Bachelor's,Human Resources Coordinator,4,55000.0,Human Resources
23,Male,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
28,Female,Master's,Software Developer,5,70000.0,Engineering
34,Male,Bachelor's,Manager,8,90000.0,Management
25,Female,Master's,Marketing Coordinator,2,40000.0,Sales and Marketing
41,Male,PhD,Data Scientist,12,130000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
37,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
35,Female,Master's,Marketing Coordinator,8,85000.0,Sales and Marketing
30,Male,Bachelor's,Manager,5,70000.0,Management
26,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
41,Male,PhD,Data Scientist,13,140000.0,Research
33,Female,Bachelor's,Manager,6,75000.0,Management
27,Male,2nd Level,Junior Sales Associate,2,35000.0,Sales and Marketing
38,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
26,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
39,Female,Master's,Manager,11,120000.0,Management
32,Male,Bachelor's,Manager,6,75000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,30000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
27,Male,Bachelor's,Software Developer,3,60000.0,Engineering
24,Male,Bachelor's,Software Engineer,2,55000.0,Engineering
32,Female,Master's,Manager,7,90000.0,Management
45,Male,PhD,Data Scientist,16,160000.0,Research
28,Female,Bachelor's,Human Resources Coordinator,4,60000.0,Human Resources
22,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
29,Female,Master's,Software Developer,5,70000.0,Engineering
36,Male,Bachelor's,Manager,8,100000.0,Management
27,Female,Bachelor's,Marketing Coordinator,3,45000.0,Sales and Marketing
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
25,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
36,Female,Master's,Marketing Coordinator,9,100000.0,Sales and Marketing
31,Male,Bachelor's,Manager,6,75000.0,Management
27,Female,Master's,Human Resources Coordinator,3,50000.0,Human Resources
42,Male,PhD,Data Scientist,14,140000.0,Research
34,Female,Bachelor's,Manager,6,75000.0,Management
26,Male,2nd Level,Junior Sales Associate,2,30000.0,Sales and Marketing
39,Female,Master's,Manager,11,120000.0,Management
30,Male,Bachelor's,Software Engineer,4,65000.0,Engineering
47,Male,PhD,Data Scientist,19,190000.0,Research
25,Female,Bachelor's,Junior Software Developer,1,35000.0,Engineering
40,Female,Master's,Manager,12,130000.0,Management
33,Male,Bachelor's,Manager,7,85000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
44,Male,PhD,Data Scientist,15,150000.0,Research
28,Male,Bachelor's,Software Developer,3,60000.0,Engineering
31,Male,Bachelor's,Software Engineer,5,80000.0,Engineering
27,Female,Master's,Manager,3,60000.0,Management
38,Male,PhD,Data Scientist,12,130000.0,Research
29,Female,Bachelor's,Human Resources Coordinator,2,45000.0,Human Resources
23,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
32,Female,Master's,Software Developer,7,90000.0,Engineering
44,Male,Bachelor's,Manager,18,170000.0,Management
26,Female,Bachelor's,Marketing Coordinator,2,40000.0,Sales and Marketing
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
